idx,dayimg,name,category,addr,phone,main,quantity,genre,qualperprice,dayornight,rmood,pmood,who,whenn,purpose
76,모구모구베이커리.jpeg,모구모구베이커리,카페,"부산광역시 금정구 부산대학로64번길 133",051-901-9060,"타마고산도, 소금",중간,간식,무난한,낮에,"가벼운,아기자기한한,귀여운,예쁜,몽실몽실한,따뜻한,밝은,아늑한","우울해,기분전환,행복해,즐거워,지쳐,평온해,무료해,설레,외로워","애인과함께,혼자서","날씨좋은날,비오는날,추운날","포장하기좋은,디저트"
77,카페드팽.jpeg,카페드팽,카페,"부산광역시 금정구 금강로 247-7 1층,2층,지하층",070-4184-1869,"아메리카노, 디저트류",중간,간식,퀄리티좋은,낮에,"분위기좋은,기분좋은,깔끔한,밝은","행복해,즐거워,평온해,무료해,새로워,답답해,머리가복잡해,귀찮아,외로워","애인과함께,혼자서,친구와함께","날씨좋은날,비오는날,추운날","공부하기좋은,과제하기좋은,디저트"
78,강다짐삼각김밥.jpeg,강다짐삼각김밥,식당,"부산광역시 금정구 부산대학로64번길 6",070-7607-0986,"참치마요, 강다짐",적음,한식,"가성비,저렴한",낮에,"간단한,가벼운","지쳐,귀찮아,평온해,무료해,우울해,외로워","친구와함께,혼자서","날씨좋은날,비오는날,추운날","가벼운식사,포장하기좋은"
79,정직유부.jpeg,정직유부,식당,"부산광역시 금정구 금강로 253",051-583-0889,"크래미불고기유부, 볶음김치유부",많음,한식,가성비,"낮에,밤에","간단한,깨끗한,깔끔한","즐거워,귀찮아,평온해,무료해,외로워","친구와함께,혼자서","날씨좋은날,비오는날,추운날","가벼운식사,포장하기좋은"
80,칠칠켄터키.jpeg,칠칠켄터키,"식당,술집","부산광역시 금정구 금강로 271-8",051-518-9777,"후라이드켄터키치킨, 깐풍 켄터키치킨",많음,기타,가성비,밤에,"색다른,옛날의,로컬의,치맥감성,패스트푸드","기분전환,신나,답답해,우울해,평온해,지쳐","친구와함께,단체","날씨좋은날,비오는날,추운날","식사,술마시기좋은"
81,뉴숯불통닭.jpeg,뉴숯불통닭,"식당,술집","부산광역시 금정구 금강로335번길 55",051-514-3885,"후라이드치킨, 양념치킨",중간,한식,무난한,밤에,"오래된,로컬의,옛날의,친근한,정감있는,치맥감성,패스트푸드","머리가복잡해,답답해,우울해,기분전환,즐거워,신나","친구와함께,애인과함께","비오는날,추운날","식사,술마시기좋은"
82,라프.jpeg,라프,카페,"부산광역시 금정구 장전로20번길 23",010-5598-5735,"아인슈페너, 라프에이드, 플레인크로플",중간,간식,퀄리티좋은,낮에,"모던한,예쁜,분위기좋은,비쥬얼좋은,편한,힐링,친절한,힙한","우울해,기분전환,행복해,즐거워,설레,새로워,신나","애인과함께,친구와함께","날씨좋은날,비오는날","가벼운식사,브런치,데이트하기좋은"
83,카페어리브.jpeg,카페어리브,카페,"부산광역시 금정구 중앙대로 1614 마운틴동 1층",010-2270-0459,"카야토스트, brt샌드위치",중간,양식,퀄리티좋은,낮에,"아늑한,베이지톤,깔끔한,인테리어예쁜,깨끗한,브런치,가벼운,신선한,분위기좋은,친절한","기분전환,즐거워,평온해,귀찮아,센치해,무료해,설레,행복해","애인과함께,친구와함께",날씨좋은날,"사진찍기좋은,데이트하기좋은"
84,정희옥스시.jpeg,정희옥스시,식당,"부산광역시 금정구 부산대학로 33-28",051-515-4146,"모듬초밥, 1인세트",중간,일식,"가성비,퀄리티좋은","낮에,밤에","가벼운,프라이빗한,일본감성,우드톤,아늑한","행복해,평온해,만족스러워,설레","친구와함께,애인과함께","날씨좋은날,비오는날","식사,데이트하기좋은"
85,파스타바니타.jpeg,파스타바니타,"식당,술집","부산광역시 금정구 금강로 248-10",051-513-3314,"파스타, 피자",많음,양식,퀄리티좋은,"낮에,밤에","고급스러운,분위기좋은,즐거운,정성스러운,도란도란,인테리어예쁜","기분전환,행복해,즐거워,설레,새로워,만족스러워","애인과함께,가족과함께","특별한날,날씨좋은날",데이트하기좋은
86,배씨상회.jpeg,배씨상회,술집,"부산광역시 금정구 금강로 232",010-3358-0611,"어묵탕, 스지, 꼬막",많음,일식,퀄리티좋은,밤에,"숨은,깔끔한,정갈한,진짜의","머리가복잡해,우울해,지쳐,평온해,센치해,행복해","친구와함께,애인과함께","비오는날,추운날","술마시기좋은,데이트하기좋은"
87,롤링파스타.jpeg,롤링파스타,식당,"부산광역시 금정구 부산대학로64번길 34 2층",051-518-0419,파스타,중간,양식,가성비,"낮에,밤에","분위기좋은,깔끔한,고급스러운,예쁜","기분전환,행복해,즐거워,평온해,무료해,새로워","친구와함께,애인과함께","날씨좋은날,추운날","식사,데이트하기좋은"
88,스시심.jpeg,스시심,식당,"부산광역시 금정구 금강로 279-1",051-515-3088,오마카세,많음,일식,무난한,밤에,"친절한,고급스러운,일본감성,분위기좋은","만족스러워,즐거워,행복해,새로워,설레",애인과함께,"특별한날,날씨좋은날","데이트하기좋은,소개팅,대접하기좋은"
89,다락마을.jpeg,다락마을,식당,"부산광역시 금정구 금정로60번길 40",051-513-8003,"스테이크, 빠네파스타, 파스타, 필라프",적음,양식,가성비,낮에,"깔끔한,깨끗한,친절한,아늑한,따뜻한","기분전환,행복해,평온해,설레,새로워","애인과함께,친구와함께",날씨좋은날,"식사,데이트하기좋은"
90,카카오두.jpeg,카카오두,카페,"부산광역시 금정구 금강로 277",010-7399-9702,"초코 디저트",중간,간식,서비스좋은,낮에,"비쥬얼좋은,도란도란,우드톤,신기한,오래된","답답해,우울해,기분전환,행복해,평온해,무료해,설레,새로워","친구와함께,애인과함께",날씨좋은날,"데이트하기좋은,수다떨기좋은,디저트"
91,이솝페이블.jpeg,이솝페이블,카페,"부산광역시 금정구 금정로60번길 16",051-517-7673,"타르트, 디저트, 와플, 음료",중간,간식,무난한,낮에,"아늑한,따뜻한,분위기좋은,힐링,숨은,예쁜,즐거운,아기자기한한,빛나는,사랑스러운","기분전환,행복해,평온해,설레,새로워","애인과함께,친구와함께",날씨좋은날,"데이트하기좋은,사진찍기좋은"
92,테라스원.jpeg,테라스원,술집,"부산광역시 금정구 장전온천천로 51",051-517-5151,"맥주, 감자튀김, 안주",중간,양식,무난한,밤에,"분위기좋은,힐링,시끌벅적한,뷰가좋은,테라스,루프탑","머리가복잡해,답답해,기분전환,행복해,신나,에너지넘쳐,즐거워,설레,새로워,만족스러워,감성터질때",애인과함께,"특별한날,날씨좋은날","데이트하기좋은,소개팅"
93,블루그로토.jpeg,블루그로토,카페,"부산광역시 금정구 장전온천천로73번길 14 1층 블루그로토",010-6662-8243,브런치,중간,양식,무난한,낮에,"클래식한,아기자기한한,고급스러운,색다른,예쁜,즐거운,힐링,분위기좋은,브런치,청량한","행복해,즐거워,평온해,무료해,새로워,설레","애인과함께,친구와함께",날씨좋은날,데이트하기좋은
94,카페부곡.jpeg,카페부곡,카페,"부산광역시 금정구 동부곡로15번길 38",010-2995-8660,"아이스크림, 밀크티, 디저트",중간,간식,무난한,낮에,"아늑한,따뜻한,모던한,인테리어예쁜,감각적인,음악이있는,주택개조,특색있는,인스타감성","기분전환,우울해,행복해,평온해,무료해,설레,새로워","애인과함께,친구와함께","날씨좋은날,비오는날","데이트하기좋은,사진찍기좋은,디저트"
95,일가인우리집.jpeg,일가인우리집,식당,"부산광역시 금정구 금강로321번길 60 1층",010-4367-1018,"중국 가정식, 마파두부, 지삼선, 토마토달걀볶음",중간,중식,무난한,낮에,"편한,전통있는,중국감성,깨끗한,집밥감성","평온해,무료해","친구와함께,가족과함께,애인과함께",날씨좋은날,식사
96,디프런트데이즈.jpeg,디프런트데이즈,카페,"부산광역시 금정구 장전로12번길 11",010-7558-0888,"커피, 디저트, 맥주",중간,간식,무난한,"낮에,밤에","분위기좋은,힙한,빈티지한,감각적인,예쁜,테라스,주택개조","기분전환,행복해,즐거워,평온해,설레,새로워","애인과함께,친구와함께","특별한날,날씨좋은날","데이트하기좋은,디저트,사진찍기좋은"
97,장수돌곱창.jpeg,장수돌곱창,술집,"부산광역시 금정구 온천장로125번길 60",051-582-9787,곱창전골,중간,한식,무난한,밤에,"로컬의,즐거운,그리운,시끌벅적한","머리가복잡해,답답해,기분전환,지쳐,우울해","친구와함께,가족과함께","추운날,비오는날",술마시기좋은
98,25디셈브리스.jpeg,25디셈브리스,카페,"부산광역시 금정구 장전로12번길 34",010-8338-6828,"커피, 와플",중간,간식,무난한,낮에,"조용한,예쁜,분위기좋은,즐거운,신나는","기분전환,신나,에너지넘쳐,즐거워,감성터질때,행복해","친구와함께,애인과함께",날씨좋은날,"수다떨기좋은,공부하기좋은"
99,리멘시타.jpeg,리멘시타,식당,"부산광역시 금정구 금강로 254",051-513-1001,"라자냐, 화덕피자, 고르곤졸라, 리조또",중간,양식,무난한,밤에,"아늑한,따뜻한,분위기좋은,즐거운,우드톤","행복해,신나,즐거워,평온해,설레","친구와함께,애인과함께","날씨좋은날,추운날","소개팅,데이트하기좋은"
100,몽포트.jpeg,몽포트,식당,"부산광역시 금정구 부산대학로63번길 7",051-583-0981,"스테이크, 파스타, 라코타치즈 셀러드",중간,양식,퀄리티좋은,밤에,"아늑한,따뜻한,분위기좋은,편한","행복해,신나,즐거워,평온해,설레","애인과함께,가족과함께","특별한날,날씨좋은날","데이트하기좋은,웨딩,소개팅"
101,얼큰이샤브샤브칼국수.jpeg,얼큰이샤브샤브칼국수,식당,"부산광역시 금정구 식물원로75번길 46",051-557-7766,"만두, 김치만두, 샤브샤브",중간,한식,무난한,밤에,"깨끗한,예쁜,한국감성,로컬의,따뜻한","기분전환,평온해,무료해,행복해,지쳐","친구와함께,가족과함께","추운날,비오는날",식사
102,빈스에스프레소.jpeg,빈스에스프레소,카페,"부산광역시 금정구 금정로 59-7",051-515-2248,"커피, 디저트",중간,간식,무난한,"낮에,밤에","분위기좋은,깔끔한,예쁜","행복해,즐거워,평온해,무료해,외로워","애인과함께,혼자서",날씨좋은날,"공부하기좋은,데이트하기좋은"
103,대길고추불고기.jpeg,대길고추불고기,식당,"부산광역시 금정구 장전로 47",051-516-4707,고추장불고기,중간,한식,가성비,"낮에,밤에","숨은,로컬의,시끌벅적한,그리운,추억","신나,즐거워,기분전환,평온해,우울해,머리가복잡해","친구와함께,가족과함께",비오는날,식사
104,텐동롯코.jpeg,텐동롯코,식당,"부산광역시 금정구 부산대학로49번길 38",051-518-8482,ROKKO텐동,중간,일식,퀄리티좋은,"낮에,밤에","쾌적한,깔끔한,정갈한,일본감성","평온해,무료해,행복해","애인과함께,친구와함께",날씨좋은날,"데이트하기좋은,식사"
105,마마도마.jpeg,마마도마,식당,"부산광역시 금정구 금강로 248-5",051-582-9711,"연어 초밥, 연어 덮밥",중간,일식,퀄리티좋은,"낮에,밤에","아기자기한한,분위기좋은,귀여운,일본감성,정갈한,온화한,따뜻한,인스타감성,힐링","평온해,설레,새로워,행복해,기분전환,즐거워,지쳐","애인과함께,친구와함께",날씨좋은날,"데이트하기좋은,식사"
106,11월29일.jpeg,11월29일,카페,"부산광역시 금정구 장전로20번길 28",010-8224-5540,"브라우니, 마카롱, 디저트",중간,간식,퀄리티좋은,낮에,"조용한,심플한,예쁜,아기자기한한,인스타감성","설레,새로워,행복해,센치해,만족스러워,즐거워,평온해","애인과함께,친구와함께","특별한날,날씨좋은날","데이트하기좋은,수다떨기좋은,디저트"
107,대패가1900.jpeg,대패가1900,식당,"부산광역시 금정구 부산대학로49번길 8",051-512-9938,대패삼겹살,많음,한식,가성비,밤에,"로컬의,옛날의,시끌벅적한","머리가복잡해,답답해,화가나,우울해,기분전환,지쳐","단체,친구와함께","추운날,비오는날",술마시기좋은
108,이태리삼촌.jpeg,이태리삼촌,식당,"부산광역시 금정구 동부곡로5번길 83",070-8259-8403,"모듬돈가스, 안심돈가스",중간,양식,퀄리티좋은,밤에,"아기자기한한,분위기좋은,귀여운,숨은,고급스러운","설레,새로워,행복해,감성터질때,즐거워,행복해,기분전환,만족스러워",애인과함께,"날씨좋은날,추운날","사진찍기좋은,데이트하기좋은"
109,마린파스타.jpeg,마린파스타,"식당,술집","부산광역시 금정구 부산대학로63번길 47",051-913-2399,"파스타, 리조또",중간,양식,"가성비,퀄리티좋은","낮에,밤에","분위기좋은,고급스러운,예쁜,깔끔한","설레,행복해,신나,평온해,즐거워,행복해,","애인과함께,가족과함께","날씨좋은날,특별한날","데이트하기좋은,식사"
110,칠성돌곱창.jpeg,칠성돌곱창,"식당,술집","부산광역시 금정구 부산대학로49번길 49",051-515-1061,"곱창전골, 곱창",많음,한식,무난한,밤에,"깨끗한,유명한,시끌벅적한,그리운,로컬의","머리가복잡해,답답해,화가나,우울해,기분전환,즐거워,만족스러워,지쳐","친구와함께,애인과함께","추운날,비오는날",술마시기좋은
111,시어링앤스터프.jpeg,시어링앤스터프,"식당,술집","부산광역시 금정구 부산대학로49번길 52",051-518-6227,"파스타, 리조또",중간,양식,가성비,밤에,"조용한,분위기좋은,고급스러운","설레,행복해,신나,즐거워,기분전환,만족스러워","애인과함께,가족과함께","특별한날,날씨좋은날",데이트하기좋은
112,인디저트.jpeg,인디저트,카페,"부산광역시 금정구 금정로 59-9",051-515-6800,"홍차 롤케이크, 에프터눈티 세트",중간,간식,퀄리티좋은,"낮에,밤에","깔끔한,분위기좋은,고급스러운,힐링","설레,행복해,신나,즐거워,기분전환,감성터질때,센치해,평온해,외로워","친구와함께,애인과함께,혼자서","날씨좋은날,비오는날,추운날","데이트하기좋은,수다떨기좋은,디저트"
113,계성상회.jpeg,계성상회,식당,"부산광역시 금정구 장전로18번길 7",051-581-9990,"닭 다릿살 정식, 닭 목살 정식, 뼈없는 닭볶음탕",중간,한식,가성비,"낮에,밤에","깔끔한,인테리어예쁜,주택개조,우드톤,정갈한,집밥감성","설레,행복해,신나,즐거워,기분전환,만족스러워,평온해,무료해","애인과함께,가족과함께,친구와함께","날씨좋은날,추운날","데이트하기좋은,술마시기좋은,식사"
114,스시투어.jpeg,스시투어,"식당,술집","부산광역시 금정구 부산대학로63번길 2 6층",051-517-0477,"레일 위 초밥, 주문 초밥",중간,일식,퀄리티좋은,"낮에,밤에","정갈한,청결한,깔끔한,일본감성","평온해,무료해,행복해,귀찮아,기분전환,만족스러워,즐거워",가족과함께,날씨좋은날,식사
115,마리웨일237.jpeg,마리웨일237,카페,"부산광역시 금정구 금강로 251 1층",051-512-2002,"프랑스마카롱. 다쿠와즈",중간,기타,무난한,낮에,"깔끔한,학생감성","평온해,무료해,기분전환,행복해,신나,즐거워,설레,지쳐,귀찮아","친구와함께,애인과함께",날씨좋은날,"포장하기좋은,디저트"
116,김해뒷고기고가.jpeg,김해뒷고기고가,"식당,술집","부산광역시 금정구 금강로 276-9",051-517-6148,"뒷고기, 껍데기",중간,한식,가성비,밤에,"로컬의,시끌벅적한,그리운,즐거운","신나,에너지넘쳐,즐거워,기분전환,평온해,무료해,행복해,화가나,답답해,우울해,절망스러워","친구와함께,단체","추운날,비오는날",술마시기좋은
117,소다미김밥.jpeg,소다미김밥,식당,"부산광역시 금정구 금강로 271-4",051-518-7518,"소다미김밥, 라면",중간,한식,가성비,"낮에,밤에","아담한,정감있는,학생감성","무료해,평온해,귀찮아,머리가복잡해,행복해,외로워","친구와함께,혼자서","날씨좋은날,비오는날",식사
118,카페열한시.jpeg,카페열한시,카페,"부산광역시 금정구 부산대학로64번길 24",051-583-0046,"크루아상, 베이커리",중간,간식,퀄리티좋은,낮에,"예쁜,즐거운,따뜻한","감성터질때,설레,행복해,즐거워","친구와함께,애인과함께",날씨좋은날,"포장하기좋은,디저트"
119,닭갈비제작소.jpeg,닭갈비제작소,식당,"부산광역시 금정구 금정로 71",051-513-0223,"닭갈비 무한리필",많음,한식,가성비,밤에,"숯불감성,옛날의,한국감성,오래된,시끌벅적한","머리가복잡해,답답해,화가나,우울해,기분전환,지쳐,즐거워,무료해","친구와함께,가족과함께","추운날,비오는날",식사
120,정진영펍.jpeg,정진영펍,술집,"부산광역시 금정구 금강로 271",051-583-4230,"미트오지치즈포테이토, 투우바파스타",중간,기타,퀄리티좋은,밤에,"뷰가좋은,분위기좋은,고급스러운","머리가복잡해,우울해,센치해,감성터질때,기분전환,즐거워,설레,새로워",애인과함께,"특별한날,비오는날,추운날","술마시기좋은,데이트하기좋은"
121,퍼스트부엌.jpeg,퍼스트부엌,식당,"부산광역시 금정구 장전온천천로 85-1",051-513-2900,"팟타이, 푸 팟 퐁커리, 파스타",중간,기타,가성비,"낮에,밤에","분위기좋은,고급스러운,예쁜,태국감성,인테리어예쁜","행복해,신나,즐거워,평온해,설레,만족스러워,새로워","친구와함께,애인과함께","특별한날,날씨좋은날",데이트하기좋은
122,정가대박집.jpeg,정가대박집,"식당,술집","부산광역시 금정구 중앙대로 1680",051-583-1008,대패삼겹살,중간,한식,가성비,밤에,"깔끔한,옛날의,기똥찬,시끌벅적한","답답해,우울해,기분전환,절망스러워,지쳐,즐거워,에너지넘쳐,행복해","가족과함께,단체","추운날,비오는날",술마시기좋은
123,25디셈브리스펍.jpeg,25디셈브리스펍,술집,"부산광역시 금정구 금강로 246 지하 1층",010-9525-2810,"생맥주, 보드카, 진토닉",중간,기타,퀄리티좋은,밤에,"분위기좋은,어두운,예쁜,조용한,즐거운,신나는","머리가복잡해,화가나,우울해,센치해,감성터질때,기분전환,즐거워,설레,새로워,행복해,","친구와함께,애인과함께","특별한날,비오는날",술마시기좋은
124,써브웨이부산대역점.jpeg,써브웨이부산대역점,식당,"부산광역시 금정구 금정로60번길 40",051-517-3331,"로스트 치킨. 샌드위치",중간,양식,무난한,"낮에,밤에","깨끗한,건강한,활기찬,신선한","지쳐,귀찮아,기분전환,평온해,무료해,즐거워,행복해,외로워,설레","혼자서,친구와함께",날씨좋은날,"포장하기좋은,가벼운식사"
125,4rr사르르.jpeg,4rr사르르,카페,"부산광역시 금정구 금강로 273",051-583-0552,"사르르 바닐라크림커피, 샌드위치",중간,간식,가성비,낮에,"즐거운,건강한,깔끔한,심플한,아기자기한","평온해,무료해,즐거워,행복해,설레,기분전환",친구와함께,날씨좋은날,"가벼운식사,포장하기좋은,디저트"
126,크라운닭발.jpeg,크라운닭발,술집,"부산광역시 금정구 부산대학로38번길 12",051-583-6539,"짜글이닭발, 조개탕",중간,한식,무난한,밤에,"분위기좋은,시끌벅적한,즐거운,활기찬,포차감성","머리가복잡해,답답해,화가나,우울해,기분전환,무료해,즐거워,센치해","친구와함께,애인과함께","비오는날,추운날",술마시기좋은
127,행님포차.jpeg,행님포차,술집,"부산광역시 금정구 부산대학로49번길 19",051-583-7960,"곱창전골, 모둠조개탕",중간,한식,퀄리티좋은,밤에,"분위기좋은,그리운,즐거운,시끌벅적한,포차감성","에너지넘쳐,신나,머리가복잡해,기분전환,행복해,즐거워",친구와함께,"추운날,비오는날",술마시기좋은
128,조선화로집.jpeg,조선화로집,"식당,술집","부산광역시 금정구 식물원로 25",051-583-9194,"꽃갈비정식, 보석살정식",중간,한식,퀄리티좋은,밤에,"눈부신,멋있는,숯불감성,시끌벅적한,쾌적한","머리가복잡해,답답해,화가나,우울해,기분전환,절망스러워,행복해,즐거워,신나","친구와함께,애인과함께,가족과함께","추운날,비오는날",술마시기좋은
129,더만족.jpeg,더만족,"식당,술집","부산광역시 금정구 금강로279번길 3",051-581-6866,"한수족발, 광수족발, 족발볶음",많음,한식,가성비,밤에,"추억,즐거운,시끌벅적한,그리운","신나,에너지넘쳐,행복해,즐거워,답답해,화가나,기분전환,만족스러워","친구와함께,가족과함께,애인과함께",비오는날,"술마시기좋은,포장하기좋은"
130,오공복이.jpeg,오공복이,"식당,술집","부산광역시 금정구 부산대학로49번길 33",051-583-0407,"항정살덮밥, 스테이크덮밥",보통,일식,퀄리티좋은,"낮에,밤에","분위기좋은,정갈한,일본감성,정갈한,우드톤,따뜻한","평온해,무료해,귀찮아,즐거워,행복해,설레,외로워","애인과함께,친구와함께,혼자서","추운날,비오는날,날씨좋은날","식사,술마시기좋은"
131,심취.jpeg,심취,술집,"부산광역시 금정구 부산대학로38번길 14 1층 심취",010-6203-1345,"아롱사태전골, 심취전골",중간,일식,무난한,밤에,"분위기좋은,즐거운,숨은,주택개조,감각적인,조용한,차분한,음악이있는,어두운,인테리어예쁜","감성터질때,센치해,설레,새로워,행복해,기분전환,신나,우울해,머리가복잡해","애인과함께,친구와함께",비오는날,"술마시기좋은,사진찍기좋은"
132,아향부.jpeg,아향부,식당,"부산광역시 금정구 금정로 59-4 2층",051-968-8494,"무한리필양다리구이, 무한리필훠궈",많음,중식,가성비,밤에,"중국감성,쾌적한,시끌벅적한,깔끔한","무료해,지쳐,절망스러워,머리가복잡해,답답해,화가나,우울해","친구와함께,단체","날씨좋은날,추운날",술마시기좋은
133,원더러스트.jpeg,원더러스트,카페,"부산광역시 금정구 장전온천천로 27 1층",051-963-1212,"아메리카노, 바닐라라떼",중간,간식,퀄리티좋은,낮에,"인테리어예쁜,분위기좋은,인스타감성,예쁜,화이트톤","평온해,행복해,즐거워,만족스러워,감성터질때,기분전환,설레,새로워","친구와함께,애인과함께",날씨좋은날,"수다떨기좋은,사진찍기좋은"
134,스타벅스온천장역DT점.jpeg,스타벅스온천장역DT점,카페,"부산광역시 금정구 식물원로 13",1522-3232,"아메리카노, 카페 라떼",중간,간식,무난한,"낮에,밤에","깔끔한,운치있는,시끌벅적한,쾌적한","평온해,무료해,지쳐,귀찮아,머리가복잡해,즐거워,행복해,외로워","친구와함께,혼자서","날씨좋은날,추운날","수다떨기좋은,공부하기좋은,디저트"
135,마스커피랩.jpeg,마스커피랩,카페,"부산광역시 금정구 금강로 271-5 7층",010-2136-7725,"아메리카노, 카페라떼, 민트모히또",중간,간식,퀄리티좋은,낮에,"뷰가좋은,개방적인,귀여운,알록달록한,힐링,인테리어예쁜","평온해,행복해,감성터질때,신나,즐거워,설레,새로워,외로워","혼자서,친구와함께,애인과함께","날씨좋은날,비오는날,추운날","공부하기좋은,사진찍기좋은,디저트"
136,나우잇.jpeg,나우잇,식당,"부산광역시 금정구 금강로 271-11 1층 102호",010-4155-9713,"닭가슴살 샐러드, 닭가슴살 샌드위치, BLT샌드위치",중간,양식,퀄리티좋은,낮에,"분위기좋은,건강한,정갈한,신선한,우드톤","평온해,무료해,행복해,지쳐,귀찮아,즐거워,외로워","혼자서,친구와함께",날씨좋은날,"가벼운식사,채식"
137,펠로.jpeg,펠로,식당,"부산광역시 금정구 부산대학로63번길 48 1층 펠로",051-581-1998,"마르게리따, 풍기, 디아볼라",중간,양식,"가성비,퀄리티좋은","낮에,밤에","인테리어예쁜,예쁜,분위기좋은,이탈리아감성,즐거운,레트로감성","설레,행복해,새로워,즐거워,신나","친구와함께,애인과함께","특별한날,날씨좋은날,추운날",데이트하기좋은
138,에그드랍.jpeg,에그드랍,식당,"부산광역시 금정구 금정로 76",070-4793-7778,"미스터에그 샌드위치, 아메리칸 햄치즈 샌드위치",적음,간식,무난한,낮에,"세련된,독특한,아담한,깔끔한","평온해,무료해,귀찮아,즐거워,행복해,설레,외로워","친구와함께,혼자서",날씨좋은날,가벼운식사
139,복수가게.jpeg,복수가게,카페,"부산광역시 금정구 수림로61번길 53",070-8866-4186,"커피, 스콘, 밀크티",중간,간식,퀄리티좋은,낮에,"아기자기한한,귀여운,즐거운,가벼운,아늑한,힐링,따뜻한","평온해,무료해,행복해,설레,즐거워,센치해,새로워","친구와함께,애인과함께",날씨좋은날,가벼운식사
140,구르메식당.jpeg,구르메식당,식당,"부산광역시 금정구 금정로60번길 23-8",070-7347-7487,"토마토스파게티, 매운까르보나라, 봉골레파스타",중간,양식,가성비,낮에,"포근한,분위기좋은,편한,좋은,아늑한,따뜻한,우드톤","평온해,행복해,신나,즐거워,만족스러워","친구와함께,애인과함께,가족과함께",날씨좋은날,"식사,데이트하기좋은"
141,태영식육식당.jpeg,태영식육식당,"식당,술집","부산광역시 금정구 부곡로 94-1 동호빌딩",051-759-9485,"한우 특수부위, 한우꽃등심",중간,한식,가성비,밤에,"친절한,깔끔한,시끌벅적한,즐거운","머리가복잡해,답답해,화가나,우울해,기분전환,만족스러워,즐거워,지쳐,행복해",가족과함께,"추운날,날씨좋은날","술마시기좋은,식사"
142,할리스.jpeg,할리스,카페,"부산광역시 금정구 부산대학로 29 네오스퀘어 10",051-517-7773,"아메리카노, 카페라떼, 바닐라 딜라이트",중간,간식,퀄리티좋은,"낮에,밤에","분위기좋은,예쁜,깔끔한,루프탑","평온해,무료해,귀찮아,행복해,신나,즐거워","친구와함께,애인과함께",날씨좋은날,"수다떨기좋은,공부하기좋은"
143,커피브라운.jpeg,커피브라운,카페,"부산광역시 금정구 금강로279번길 81-6 커피브라운",070-7351-9699,아메리카노,중간,간식,가성비,"낮에,밤에","편한,조용한,친절한","평온해,무료해,귀찮아,지쳐,머리가복잡해,외로워","혼자서,친구와함께",날씨좋은날,공부하기좋은
144,디델리.jpeg,디델리,식당,"부산광역시 금정구 금정로68번길 11",051-583-1179,"라볶이, 순대라볶이, 치즈라볶이",중간,간식,가성비,"낮에,밤에","그리운,로컬의,오래된,추억,편한","평온해,무료해,행복해,기분전환","친구와함께,애인과함께",날씨좋은날,가벼운식사
145,동경생돈까스.jpeg,동경생돈까스,식당,"부산광역시 금정구 금강로279번길 6",051-515-8802,"안심돈까스, 등심돈까스, 카레덮밥",중간,양식,퀄리티좋은,"낮에,밤에","아담한,나들이,오래된,전통있는,깔끔한","평온해,귀찮아,행복해,즐거워,신나,지쳐,무료해","친구와함께,애인과함께",날씨좋은날,식사
146,락앤웍.jpeg,락앤웍,식당,"부산광역시 금정구 중앙대로1719번길 47",051-554-8000,"해산물누룽지탕, 코스요리, 매운해산물누룽지볶음",중간,중식,퀄리티좋은,"낮에,밤에","고급스러운,분위기좋은,중국감성","신나,설레,행복해,즐거워,만족스러워","가족과함께,애인과함께","특별한날,비오는날",데이트하기좋은
147,도시야식.jpeg,도시야식,"식당,술집","부산광역시 금정구 금정로91번길 20 2층",051-710-0927,"테반더우푸, 지파이, 마라탕",중간,중식,무난한,밤에,"레트로감성,신기한,세련된,중국감성","답답해,화가나,우울해,기분전환,행복해,신나,즐거워,무료해,지쳐,센치해,만족스러워","애인과함께,친구와함께","특별한날,추운날,비오는날","술마시기좋은,데이트하기좋은"
148,스시마이우.jpeg,스시마이우,식당,"부산광역시 금정구 부산대학로 34",051-582-3339,"회전초밥, 인기쟁이6선(12P)",중간,일식,무난한,"낮에,밤에","친절한,깔끔한,화이트톤,밝은,일본감성","평온해,무료해,귀찮아,행복해,설레,새로워,즐거워,만족스러워,신나,기분전환,외로워","애인과함께,친구와함께,혼자서","날씨좋은날,추운날",식사
149,본토빈.jpeg,본토빈,식당,"부산광역시 금정구 금정로60번길 27-3",051-515-4941,"본토 수제돈카츠",중간,일식,퀄리티좋은,낮에,"비쥬얼좋은,분위기좋은,예쁜,흥겨운,그리운,신나는,주택개조","평온해,설레,행복해,새로워,즐거워,만족스러워,신나",애인과함께,"특별한날,날씨좋은날,추운날,비오는날","데이트하기좋은,식사"
150,칼집삼겹.jpeg,칼집삼겹,"식당,술집","부산광역시 금정구 금정로91번길 3 1층",051-513-9392,"칼집삼겹, 칼집양념, 칼집목살",중간,한식,가성비,밤에,"추억,그리운,포차감성,시끌벅적한,오래된","머리가복잡해,답답해,화가나,기분전환,지쳐,무료해,절망스러워","친구와함께,가족과함께","추운날,비오는날",술마시기좋은
151,겐쇼심야라멘.jpeg,겐쇼심야라멘,"식당,술집","부산광역시 금정구 부산대학로 33-14",051-515-4883,"돈코츠라멘, 카라이라멘, 교자만두",중간,일식,무난한,밤에,"깨끗한,친절한,새로운,귀여운,분위기좋은,일본감성","머리가복잡해,우울해,기분전환,감성터질때,센치해,평온해,지쳐,귀찮아","친구와함께,애인과함께","추운날,비오는날","데이트하기좋은,식사"
